day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-09-01,0.019046471686195825,0.9783911481879997,0.5241564672397269,1.3869023094727124,61.0
2025-09-02,-0.03534208190359946,1.0241423028757106,0.23636153165138357,1.2310357878028892,26.0
2025-09-03,0.013095695452126806,1.0056621980760327,-0.03085487929133586,1.0853805486981603,39.0
2025-09-04,-0.3150076206823789,0.9139342290102977,0.4463356973755908,1.5137181303905847,35.0
2025-09-05,0.025013204117219193,0.9402962644594672,0.3846824673827482,1.1586706781126561,27.0
2025-09-06,0.017946172135219613,1.021479117767695,-0.14085254460086982,0.8827013014593413,14.0
2025-09-07,0.09977601661310476,1.2950926378225593,-0.07101289593906131,0.7771495566406857,12.0
2025-09-08,-0.3563600727240339,1.0196975687984264,0.0046038047506161,0.8318369610623647,20.0
2025-09-09,0.6046625686415842,0.9448980561932456,-0.17243984013366903,0.6833013300981118,15.0
2025-09-10,0.2731155535760654,0.6328808118849546,0.0750776603509978,0.8280219252369442,18.0
2025-09-11,-0.07676579239041366,1.171771667156498,0.016699560147760115,1.232372215797053,14.0
2025-09-12,-0.19027705433676034,1.135603222748959,0.019473883066675548,0.7529322313406849,19.0
2025-09-13,0.10632718244688313,0.3896289250661578,0.0695160051627563,1.1308629635092768,8.0
2025-09-14,-0.27301985284530744,1.4524766807476763,-0.33443531771596213,0.13745074723951556,7.0
2025-09-15,-0.10876926475122407,0.7704112867946498,0.3049449731973803,2.1710655304261612,15.0
2025-09-16,0.08983247833167392,1.0574762487054359,-0.19374718562237628,0.5582352884502293,19.0
2025-09-17,-0.22753861029526534,0.9893575367645795,-0.22030096613903694,0.357125990921877,19.0
2025-09-18,-0.2989571468110785,0.6988182615666512,0.16300472471604724,1.019582535135981,21.0
2025-09-19,0.1236111485821872,1.0230409693220668,0.22399090181300757,1.0430384785766984,14.0
2025-09-20,0.09273790979897456,0.533632856364617,0.21583509514253324,1.1220284582114461,10.0
2025-09-21,0.43509648138836493,1.4430022467092898,-0.30488135391433296,0.15103500015403215,6.0
2025-09-22,0.12306744129336725,0.8474880370844687,-0.24334413856033169,0.2101604611627572,14.0
2025-09-23,-0.2916866260934205,0.9973865959675675,0.12615361476130033,0.9830145307307685,17.0
2025-09-24,0.18494737902599845,0.6757432983051529,0.2097352322122993,1.1979027591098619,30.0
2025-09-25,0.014853605988015842,0.9590979735967325,-0.05965026264330682,0.874174491378384,19.0
2025-09-26,0.46830870006096065,0.8581578948249224,0.159901112726859,0.9143163228865436,14.0
2025-09-27,-0.4669331411773584,0.9932711889400687,0.2567625738417252,1.1046799695178624,11.0
2025-09-28,-0.43223351563810514,1.0634393333499952,-0.39086466431161343,0.13347971101674772,13.0
2025-09-29,-0.031564082015516595,0.7891388370162595,0.2473503323327403,1.3286396308087665,31.0
2025-09-30,0.08511249479183308,1.050871922139778,-0.26910195012995014,0.43003951323337825,31.0
2025-10-01,0.1943744487128444,0.8671535372997383,0.30317861902952165,1.3992774319803072,84.0
2025-10-02,0.09388135320455061,1.0245130564199212,0.06262760343473628,1.029134219210611,71.0
2025-10-03,0.06354484424076025,0.8722025165652108,-0.20104003251472966,0.6051524632204831,50.0
2025-10-04,-0.17530125768559862,0.9487572529820985,-0.2928334569213727,0.5868160214184586,49.0
2025-10-05,-0.09549928921742148,0.9806763767063662,-0.19263536834192427,0.785192777645485,80.0
2025-10-06,-0.18325973008273122,0.9853952979219833,0.06036212168081949,1.1028530670536567,57.0
2025-10-07,0.2286288742195707,0.948414133091019,0.5442607452935296,1.4458335419260628,53.0
2025-10-08,0.25817262553113146,1.0358913372904133,-0.21874414865190525,0.5944244764374607,62.0
2025-10-09,0.17664779631459696,1.1758264703822174,-0.017682813369029545,0.940452966123988,65.0
2025-10-10,0.14966939791364914,0.9590714303111454,-0.06697465722759889,0.8858803345615727,102.0
2025-10-11,0.15080579956468096,0.9694026739141245,0.22549131683998133,1.2736796159513457,64.0
2025-10-12,0.15543069736957538,0.9083391220814768,0.27096011558344607,1.2747132140896924,67.0
2025-10-13,0.043156507706893825,0.9888356933029012,0.11585528032070116,0.89795462376988,134.0
2025-10-14,-0.24085993043923065,0.8919839752002018,0.05163033155198219,0.9635653372706018,104.0
2025-10-15,0.06673867074469725,0.9069649899207394,0.13817506196360663,1.201062776432555,115.0
2025-10-16,-0.12951871483241245,0.8858106475244399,0.0556266216598755,0.9485017584065983,112.0
2025-10-17,0.08458077760271715,0.8355593170379753,0.11871097128029227,1.1614273778375566,115.0
2025-10-18,0.0823226379142553,0.9027402863049772,-0.07012629173595933,0.6993075615431936,57.0
2025-10-19,0.12012944626731438,0.8981599019461187,0.007220256498638131,1.024452278978226,60.0
2025-10-20,0.07340776946778188,0.8317180864776311,-0.004187824913394215,0.9346004477885752,99.0
2025-10-21,0.2021792790928544,0.8279948993191468,-0.048054120446329306,0.8768597010079301,103.0
2025-10-22,-0.11061251101512724,0.8802359149523492,-0.16465007950067756,0.7677860727558207,130.0
2025-10-23,-0.2531153660099171,1.1467258577997301,-0.17394981121219336,0.7756040909773717,133.0
2025-10-24,-0.02779236376203533,0.9763636190665859,-0.06037672905406524,0.7926561722526786,135.0
2025-10-25,0.11988154242202693,1.0532242335860291,-0.10111493947588643,0.8905301622016385,104.0
2025-10-26,-0.08005438533228544,1.0388158803904333,-0.04872687471198349,0.9507355954177579,110.0
2025-10-27,0.066816058330889,0.8152693797056466,-0.13029859352617862,0.7977918556650945,178.0
2025-10-28,-0.12933043904932418,1.029681959868024,-0.12005400403993097,0.7021883885840722,278.0
2025-10-29,0.002073807845315228,0.9473760878060165,-0.11922791685215926,0.7800534139248941,206.0
2025-10-30,-0.06914724015627235,0.8789370954534859,0.087396323085982,1.116748011568723,177.0
2025-10-31,0.025112043899429306,0.9608756963119602,-0.11366234425341452,0.7241050509436362,184.0
2025-11-01,-0.13265084574477112,0.9965733265108773,-0.07462909933264168,0.8033340870829389,135.0
2025-11-02,-0.19776192813097762,1.0030760509679884,-0.10327714065466631,0.9038293053318558,153.0
2025-11-03,-0.15382843377320662,0.9846304919025795,0.09174967886299874,1.1277973521598157,235.0
